,Brand,Model,Trim,Manufature Year,Stock Type,Mileage,Dealer Name,Distance,Rating,Review Count,Badge Label,Price
8464,Chevrolet,Silverado, 1500 WT,2020,Used,"18,000 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Home Delivery,"$34,987"
8465,Chevrolet,Silverado, 1500 WT,2020,Used,"15,000 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Home Delivery,"$34,987"
8466,Honda,Accord, EX-L,2009,Used,"222,518 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Good Deal,"$5,987"
8467,Honda,Accord, EX-L,2012,Used,"125,025 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Fair Deal,"$13,987"
8468,Ford,Explorer, XLT,2021,Used,"11,355 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Good Deal,"$44,985"
8469,Honda,Pilot, Elite,2018,Used,"72,029 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,"Great Deal | $1,491 under","$32,987"
8470,Nissan,Sentra, SV,2016,Used,"55,711 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Home Delivery,Not Priced
8471,Chevrolet,Cobalt, LT,2010,Used,"36,930 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Good Deal,"$7,995"
8472,Chevrolet,Silverado, 2500 Custom,2020,Used,"40,000 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Home Delivery,"$54,987"
8473,Ford,F-250, King Ranch,2016,Used,"151,639 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Fair Deal,"$28,987"
8474,Nissan,Sentra, S,2017,Used,"55,350 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Home Delivery,Not Priced
8475,Nissan,Altima, 2.5 S,2018,Used,"53,835 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Home Delivery,Not Priced
8476,Honda,CR-V, EX,2019,Used,"31,093 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Home Delivery,Not Priced
8477,Kia,Optima, LX,2015,Used,"70,188 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Home Delivery,Not Priced
8478,Ford,Fusion, SE,2017,Used,"84,828 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Home Delivery,Not Priced
8479,Toyota,Camry, LE,2010,Used,"251,000 mi.",n/a,10 mi. from 21227,n/a,n/a,n/a,"$7,000"
8480,Kia,Sorento, LX,2019,Used,"72,640 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,Not Priced
8481,Kia,Optima, EX,2016,Used,"99,335 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,Not Priced
8482,GMC,Terrain, SLE-2,2013,Used,"66,482 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,Not Priced
8483,Ford,EcoSport, S,2020,Used,"14,222 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$20,990"
8484,Subaru,WRX, Base,2017,Used,"63,381 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$26,590"
8485,Jaguar,F-PACE, 25t Premium,2019,Used,"13,468 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$44,990"
8486,Kia,Telluride, EX,2022,Used,"1,195 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$55,590"
8487,MINI,Countryman, Cooper S,2015,Used,"50,821 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$19,990"
8488,Hyundai,Sonata, SE,2016,Used,"69,910 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,Not Priced
8489,Nissan,Rogue, Sport S,2019,Used,"58,817 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,Not Priced
8490,Chrysler,Pacifica, Limited,2020,Used,"45,674 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,Not Priced
8491,Nissan,Pathfinder, SV,2017,Used,"41,045 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,Not Priced
8492,Nissan,Rogue, SV,2018,Used,"74,573 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,Not Priced
8493,Chevrolet,Equinox, 1LT,2015,Used,"92,588 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,Not Priced
8494,Nissan,Altima, 2.5 SL,2019,Used,"23,653 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,Not Priced
8495,Nissan,Sentra, SR,2019,Used,10 mi.,Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,"$20,592"
8496,Kia,Optima, S,2018,Used,"37,677 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,Not Priced
8497,Honda,Accord, LX,2017,Used,"41,389 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,n/a,Not Priced
8498,Mazda,Mazda3, Touring,2018,Used,"10,910 mi.",Stohlman Volkswagen Subaru,38 mi. from 21227,4.8,"1,443 ",Good Deal,"$24,277"
8499,Volvo,S60, T5,2014,Used,"82,499 mi.",Ron Marhofer Hyundai,285 mi. from 21227,4.6,305 ,Good Deal,"$14,991"
8500,Audi,Q5, 2.0T Premium Plus,2019,Used,"18,805 mi.",North Coast Auto Mall of Bedford,297 mi. from 21227,4.6,"2,412 ",Good Deal,"$42,423"
8501,Honda,Accord, Sport SE,2017,Used,"67,903 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"9,213 ",Good Deal,"$21,990"
8502,Audi,Q5, 2.0T Premium Plus,2019,Used,"32,892 mi.",Ira Mazda,354 mi. from 21227,4.6,293 ,Good Deal,"$38,987"
8503,Ford,Fusion, SE,2020,Used,"46,369 mi.",Hertz Car Sales Lynn,373 mi. from 21227,4.8,91 ,Good Deal,"$24,165"
8504,BMW,M440, i xDrive,2021,BMW Certified,"12,846 mi.",Nalley BMW,566 mi. from 21227,4.1,604 ,Great Deal,"$65,900"
8505,Dodge,Charger, R/T Scat Pack,2015,Used,"70,440 mi.",ALM Marietta,569 mi. from 21227,4.7,"3,003 ",Good Deal,"$32,490"
8506,Chevrolet,Traverse, LT Cloth,2020,Chevrolet Certified,"21,452 mi.",Advantage Chevrolet of Bridgeview,609 mi. from 21227,4.7,"1,572 ",Good Deal,"$36,670"
8507,Land,Rover, Range Rover Sport Supercharged HSE,2014,Used,"89,445 mi.",Highline Auto Sales,616 mi. from 21227,4.6,327 ,Fair Deal,"$29,995"
8508,Ford,Flex, SEL,2018,Used,"56,785 mi.",Napleton Cadillac Rockford,677 mi. from 21227,4.8,852 ,Good Deal,"$29,992"
8509,Subaru,Forester, Premium,2020,Used,"18,699 mi.",Glendale Chrysler Dodge Jeep RAM,738 mi. from 21227,4.2,34 ,Great Deal | $985 under,"$31,500"
8510,Honda,Civic, Type R Touring,2021,Used,"15,379 mi.",Napleton's Volkswagen of Sanford,772 mi. from 21227,4.6,807 ,Good Deal,"$49,678"
8511,Tesla,Model, Y Long Range,2020,Used,"18,026 mi.",Napleton's Volkswagen of Sanford,772 mi. from 21227,4.6,807 ,Good Deal,"$65,010"
8512,Porsche,Macan, Base,2020,Used,"19,152 mi.",DallasLeaseReturns.com,"1,203 mi. from 21227",4.9,"4,555 ",Good Deal,"$56,274"
8513,Jeep,Grand, Cherokee Limited,2021,Jeep Certified,"13,381 mi.",Airpark Dodge Chrysler Jeep RAM,"1,984 mi. from 21227",4.3,895 ,Good Deal,"$43,970"
8514,Toyota,Sienna, SE,2017,Used,"83,862 mi.",Leskovar Mitsubishi,"2,182 mi. from 21227",4.8,268 ,Good Deal,"$27,998"
8515,Honda,Pilot, EX-L,2019,Used,"27,695 mi.",AutoNation Honda Valencia,"2,319 mi. from 21227",4.7,"1,410 ",Good Deal,"$34,998"
8516,Mercedes-Benz,GLE, 350 Base 4MATIC,2018,Used,"58,787 mi.",Dick Hannah Kia,"2,350 mi. from 21227",4.9,"1,252 ","Great Deal | $4,880 under","$36,352"
8517,BMW,M440, i xDrive,2021,BMW Certified,"13,665 mi.",Steve Thomas BMW,"2,352 mi. from 21227",4.1,115 ,CPO Warrantied,"$61,747"
8518,Mercedes-Benz,GLC, 300 4MATIC Coupe,2020,Mercedes-Benz Certified,"12,717 mi.",Mercedes-Benz of Owings Mills,13 mi. from 21227,4.9,"2,091 ",Good Deal,"$59,690"
8519,Audi,Q5, 45 Premium,2021,Used,"12,952 mi.",Audi Tysons Corner,37 mi. from 21227,4.6,"1,155 ",Good Deal,"$49,995"
8520,INFINITI,Q50, EDITION 30,2020,INFINITI Certified,"15,728 mi.",Circle INFINITI,159 mi. from 21227,4.9,"1,411 ","Great Deal | $5,517 under","$36,900"
8521,Toyota,Corolla, LE,2019,Used,"47,711 mi.",Off Lease Only Miami,n/a,4.9,"21,486 ",Good Deal,"$19,999"
8522,Porsche,911, Turbo,2014,Used,"37,450 mi.",n/a,190 mi. from 21227,n/a,n/a,Fair Deal,"$112,995"
8523,Honda,Civic, LX,2016,Used,"48,380 mi.",Driver's Village,272 mi. from 21227,3.2,154 ,Fair Deal,"$19,634"
8524,Acura,MDX, 3.5L w/Technology Package,2019,Used,"38,107 mi.",Brigham-Gill Chrysler Jeep Dodge Ram,350 mi. from 21227,4.8,"1,159 ","Great Deal | $2,529 under","$36,998"
8525,Ford,Edge, Titanium,2019,Used,"51,843 mi.",Henderson Chevrolet Buick GMC,596 mi. from 21227,4.6,168 ,Good Deal,"$34,675"
8526,Cadillac,Escalade, Sport Platinum,2021,Used,"25,505 mi.",Zeigler Buick GMC of Lincolnwood,609 mi. from 21227,4.5,"1,138 ",Home Delivery,"$113,888"
8527,Alfa,Romeo, Giulia Ti,2019,Used,"13,891 mi.",McGrath Acura of Westmont,619 mi. from 21227,4.7,"1,194 ",Good Deal,"$38,488"
8528,Ford,EcoSport, SES,2020,Used,"48,043 mi.",Wilde Toyota,646 mi. from 21227,4.8,"5,107 ",Great Deal | $649 under,"$20,995"
8529,BMW,330, i,2020,Used,"11,699 mi.",BMW of Tampa,841 mi. from 21227,4.7,745 ,Good Deal,"$39,333"
8530,Mercedes-Benz,GLC, 300 Base,2019,Used,"44,310 mi.",Sheehan Cadillac,917 mi. from 21227,4.8,299 ,Great Deal | $283 under,"$31,990"
8531,Jeep,Grand, Cherokee Limited,2020,Used,"43,893 mi.",Rockwall Ford,"1,185 mi. from 21227",4.6,"1,456 ",Good Deal,"$38,492"
8532,Ford,Escape, SE,2018,Used,"18,783 mi.",Trophy Nissan,"1,197 mi. from 21227",4.7,"3,016 ",Good Deal,"$24,529"
8533,Nissan,Murano, S,2018,Used,"91,184 mi.",Crest Nissan,"1,199 mi. from 21227",4.5,994 ,Good Deal,"$22,974"
8534,Chevrolet,Equinox, 3LT,2019,Used,"42,233 mi.",Mountain Home Auto Ranch,"2,027 mi. from 21227",4.3,230 ,Great Deal | $504 under,"$25,998"
8535,Ford,Explorer, Limited,2016,Used,"105,802 mi.",AutoNation Ford Bellevue,"2,321 mi. from 21227",4.5,702 ,Good Deal,"$24,998"
8536,Kia,Seltos, S,2021,Used,"17,183 mi.",Ventura Toyota,"2,358 mi. from 21227",4.8,869 ,Good Deal,"$28,888"
8537,Lexus,NX, 200t F Sport,2015,Used,"39,616 mi.",AutoNation Honda Fremont,"2,432 mi. from 21227",4.7,"1,930 ",Good Deal,"$32,990"
8538,Toyota,Prius, Prime XLE,2020,Used,"9,150 mi.",Bumble Auto,4 mi. from 21227,5.0,135 ,Good Deal,"$35,950"
8539,Toyota,Highlander, XLE,2017,Used,"47,646 mi.",DARCARS Lexus Of Silver Spring,20 mi. from 21227,4.8,"1,699 ",Great Deal | $887 under,"$31,750"
8540,Hyundai,Palisade, Limited,2020,Used,"19,604 mi.",Adams Jeep of Maryland,33 mi. from 21227,4.9,"2,630 ",Good Deal,"$52,995"
8541,Toyota,Corolla, LE,2021,Used,"19,930 mi.",Auto Giants Nissan,53 mi. from 21227,4.2,209 ,Good Deal,"$25,887"
8542,BMW,X1, xDrive28i,2019,Used,"26,400 mi.",Jaguar Land Rover White Plains,197 mi. from 21227,4.2,165 ,Good Deal,"$32,890"
8543,Toyota,RAV4, XLE,2018,Toyota Certified,"36,284 mi.",AutoNation Toyota Mall of Georgia,540 mi. from 21227,4.7,"2,421 ",Good Deal,"$28,999"
8544,Nissan,Murano, SL,2019,Nissan Certified,"28,018 mi.",Martin Nissan,612 mi. from 21227,4.8,"2,658 ",Good Deal,"$34,993"
8545,Toyota,Tundra, 1794,2021,Used,"19,505 mi.",Kunes Chevrolet GMC Buick of Elkhorn,662 mi. from 21227,4.8,479 ,Good Deal,"$59,128"
8546,Volkswagen,Tiguan, 2.0T SE,2021,Used,"31,198 mi.",Auto Boutique,675 mi. from 21227,4.8,"1,044 ","Great Deal | $1,032 under","$28,000"
8547,Volvo,XC60, T5 Momentum,2021,Used,"18,900 mi.",Off Lease Only Orlando,791 mi. from 21227,4.9,"27,493 ",Good Deal,"$41,999"
8548,Toyota,Tacoma, SR5,2020,Toyota Certified,"19,732 mi.",AutoNation Toyota Pinellas Park,860 mi. from 21227,4.6,"2,128 ",Good Deal,"$36,530"
8549,Chevrolet,Cruze, LT,2017,Used,"88,550 mi.",Rusty Wallis Honda,"1,198 mi. from 21227",4.8,"3,411 ",Good Deal,"$15,696"
8550,Chevrolet,Trailblazer, RS,2021,Used,"22,476 mi.",Meador Dodge Chrysler Jeep RAM,"1,239 mi. from 21227",4.5,"1,865 ",Good Deal,"$31,500"
8551,Volkswagen,Tiguan, 2.0T SE,2019,Used,"47,144 mi.",Carvix,"1,420 mi. from 21227",4.8,50 ,Good Deal,"$26,799"
8552,Ford,Edge, SEL,2018,Used,"36,069 mi.",EchoPark Automotive Thornton,"1,502 mi. from 21227",4.7,"1,650 ",Good Deal,"$27,539"
8553,Cadillac,XT6, Premium Luxury FWD,2020,Cadillac Certified,"17,257 mi.",Coulter Cadillac Buick GMC,"1,995 mi. from 21227",4.9,"1,827 ","Great Deal | $1,925 under","$48,485"
8554,Jeep,Wrangler, Unlimited Sport,2019,Jeep Certified,"20,927 mi.",Bill Luke Chrysler Jeep Dodge RAM,"1,998 mi. from 21227",4.3,"1,356 ","Great Deal | $4,493 under","$40,000"
8555,Ford,Explorer, XLT,2019,Used,"32,958 mi.",Ford of Montebello,"2,306 mi. from 21227",4.7,474 ,"Great Deal | $1,354 under","$32,988"
8556,Mercedes-Benz,C-Class, C 300 4MATIC,2018,Used,"18,973 mi.",CarMax Renton - Now offering Curbside Pickup,"2,323 mi. from 21227",4.3,3 ,Good Deal,"$31,998"
8557,Volvo,XC60, T5 Momentum,2020,Used,"54,148 mi.",Hoblit Chrysler Dodge Jeep RAM,"2,398 mi. from 21227",4.6,306 ,Good Deal,"$39,300"
8558,Jeep,Grand, Cherokee Limited,2019,Used,"40,064 mi.",Manchester Motors,31 mi. from 21227,4.8,315 ,Good Deal,"$39,600"
8559,Volkswagen,Tiguan, 2.0T SEL,2021,Used,"17,622 mi.",Alexandria VW,35 mi. from 21227,4.6,855 ,"Great Deal | $2,734 under","$31,800"
8560,Volkswagen,Taos, 1.5T SE,2022,Used,"4,777 mi.",Sheehy Volkswagen of Springfield,42 mi. from 21227,4.8,652 ,"Great Deal | $3,366 under","$28,548"
8561,RAM,3500, Limited,2020,Used,"49,222 mi.",Providence Autos,51 mi. from 21227,4.7,228 ,"Great Deal | $2,942 under","$81,987"
8562,Ford,Explorer, ST,2020,Used,"47,814 mi.",Atlantic Mitsubishi,183 mi. from 21227,4.4,176 ,"Great Deal | $1,364 under","$44,990"
8563,Toyota,Corolla, SE,2020,Toyota Certified,"46,428 mi.",Bernardi Toyota,345 mi. from 21227,4.6,"1,103 ",Good Deal,"$22,997"
8564,Volkswagen,Atlas, 3.6L SE w/Technology,2019,Used,"36,580 mi.",New England Automax - Framingham,346 mi. from 21227,4.5,"1,213 ",Good Deal,"$36,500"
8565,Ford,Explorer, XLT,2019,Used,"22,423 mi.",Marshal Mize Ford,550 mi. from 21227,4.8,"1,135 ","Great Deal | $1,095 under","$36,975"
8566,GMC,Yukon, Denali,2021,Used,"17,099 mi.",Daniels Chevrolet Buick GMC Trucks,557 mi. from 21227,4.8,312 ,Fair Deal,"$87,990"
8567,Mercedes-Benz,C-Class, C 300 4MATIC,2019,Mercedes-Benz Certified,"11,357 mi.",Morrie's Mercedes Benz of St. Paul,927 mi. from 21227,4.7,251 ,Good Deal,"$38,992"
8568,Kia,Sportage, LX,2020,Used,"13,130 mi.",Hollywood Kia,938 mi. from 21227,4.6,"3,846 ",Good Deal,"$24,991"
8569,Tesla,Model, Y Long Range,2021,Used,"20,216 mi.",Exclusive Auto Group of Miami,951 mi. from 21227,5.0,3 ,Good Deal,"$71,895"
8570,Honda,Odyssey, EX-L,2022,Used,"16,000 mi.",n/a,951 mi. from 21227,n/a,n/a,Good Deal,"$44,597"
8571,Toyota,RAV4, LE,2019,Used,"24,363 mi.",Village Pointe Toyota,"1,037 mi. from 21227",4.8,"2,581 ",Good Deal,"$32,500"
8572,Honda,Accord, Sport 1.5T,2020,Used,"45,373 mi.",AutoNation USA Phoenix,"1,995 mi. from 21227",4.0,113 ,Fair Deal,"$29,995"
8573,Tesla,Model, 3 Performance,2020,Used,"12,971 mi.",Pacific Auto Center - Fontana,"2,269 mi. from 21227",3.2,296 ,Good Deal,"$63,995"
8574,Audi,e-tron, Premium,2021,Used,"12,460 mi.",Audi Beverly Hills,"2,319 mi. from 21227",4.8,"2,079 ",Good Deal,"$66,994"
8575,BMW,X3, M Competition,2020,BMW Certified,"15,585 mi.",Steve Thomas BMW,"2,352 mi. from 21227",4.1,115 ,Fair Deal,"$77,777"
8576,BMW,328, i,2016,Used,"84,273 mi.",AutoNation Acura Stevens Creek,"2,436 mi. from 21227",4.8,956 ,Fair Deal,"$19,955"
8577,Porsche,Panamera, 4S,2021,Used,"10,643 mi.",Porsche Marin,"2,452 mi. from 21227",4.3,6 ,Good Deal,"$117,990"
8578,Toyota,Highlander, XLE,2017,Used,"47,646 mi.",DARCARS Lexus Of Silver Spring,20 mi. from 21227,4.8,"1,699 ",Great Deal | $887 under,"$31,750"
8579,Hyundai,Palisade, Limited,2020,Used,"19,604 mi.",Adams Jeep of Maryland,33 mi. from 21227,4.9,"2,630 ",Good Deal,"$52,995"
8580,Toyota,Corolla, LE,2021,Used,"19,930 mi.",Auto Giants Nissan,53 mi. from 21227,4.2,209 ,Good Deal,"$25,887"
8581,BMW,X1, xDrive28i,2019,Used,"26,400 mi.",Jaguar Land Rover White Plains,197 mi. from 21227,4.2,165 ,Good Deal,"$32,890"
8582,Toyota,RAV4, XLE,2018,Toyota Certified,"36,284 mi.",AutoNation Toyota Mall of Georgia,540 mi. from 21227,4.7,"2,421 ",Good Deal,"$28,999"
8583,Nissan,Murano, SL,2019,Nissan Certified,"28,018 mi.",Martin Nissan,612 mi. from 21227,4.8,"2,658 ",Good Deal,"$34,993"
8584,Toyota,Tundra, 1794,2021,Used,"19,505 mi.",Kunes Chevrolet GMC Buick of Elkhorn,662 mi. from 21227,4.8,479 ,Good Deal,"$59,128"
8585,Volkswagen,Tiguan, 2.0T SE,2021,Used,"31,198 mi.",Auto Boutique,675 mi. from 21227,4.8,"1,044 ","Great Deal | $1,032 under","$28,000"
8586,Volvo,XC60, T5 Momentum,2021,Used,"18,900 mi.",Off Lease Only Orlando,791 mi. from 21227,4.9,"27,493 ",Good Deal,"$41,999"
8587,Toyota,Tacoma, SR5,2020,Toyota Certified,"19,732 mi.",AutoNation Toyota Pinellas Park,860 mi. from 21227,4.6,"2,128 ",Good Deal,"$36,530"
8588,Chevrolet,Cruze, LT,2017,Used,"88,550 mi.",Rusty Wallis Honda,"1,198 mi. from 21227",4.8,"3,411 ",Good Deal,"$15,696"
8589,Chevrolet,Trailblazer, RS,2021,Used,"22,476 mi.",Meador Dodge Chrysler Jeep RAM,"1,239 mi. from 21227",4.5,"1,865 ",Good Deal,"$31,500"
8590,Volkswagen,Tiguan, 2.0T SE,2019,Used,"47,144 mi.",Carvix,"1,420 mi. from 21227",4.8,50 ,Good Deal,"$26,799"
8591,Ford,Edge, SEL,2018,Used,"36,069 mi.",EchoPark Automotive Thornton,"1,502 mi. from 21227",4.7,"1,650 ",Good Deal,"$27,539"
8592,Cadillac,XT6, Premium Luxury FWD,2020,Cadillac Certified,"17,257 mi.",Coulter Cadillac Buick GMC,"1,995 mi. from 21227",4.9,"1,827 ","Great Deal | $1,925 under","$48,485"
8593,Jeep,Wrangler, Unlimited Sport,2019,Jeep Certified,"20,927 mi.",Bill Luke Chrysler Jeep Dodge RAM,"1,998 mi. from 21227",4.3,"1,356 ","Great Deal | $4,493 under","$40,000"
8594,Ford,Explorer, XLT,2019,Used,"32,958 mi.",Ford of Montebello,"2,306 mi. from 21227",4.7,474 ,"Great Deal | $1,354 under","$32,988"
8595,Mercedes-Benz,C-Class, C 300 4MATIC,2018,Used,"18,973 mi.",CarMax Renton - Now offering Curbside Pickup,"2,323 mi. from 21227",4.3,3 ,Good Deal,"$31,998"
8596,Volvo,XC60, T5 Momentum,2020,Used,"54,148 mi.",Hoblit Chrysler Dodge Jeep RAM,"2,398 mi. from 21227",4.6,306 ,Good Deal,"$39,300"
8597,Jeep,Grand, Cherokee Limited,2019,Used,"40,064 mi.",Manchester Motors,31 mi. from 21227,4.8,315 ,Good Deal,"$39,600"
8598,Volkswagen,Tiguan, 2.0T SEL,2021,Used,"17,622 mi.",Alexandria VW,35 mi. from 21227,4.6,855 ,"Great Deal | $2,734 under","$31,800"
8599,Volkswagen,Taos, 1.5T SE,2022,Used,"4,777 mi.",Sheehy Volkswagen of Springfield,42 mi. from 21227,4.8,652 ,"Great Deal | $3,366 under","$28,548"
8600,RAM,3500, Limited,2020,Used,"49,222 mi.",Providence Autos,51 mi. from 21227,4.7,228 ,"Great Deal | $2,942 under","$81,987"
8601,Ford,Explorer, ST,2020,Used,"47,814 mi.",Atlantic Mitsubishi,183 mi. from 21227,4.4,176 ,"Great Deal | $1,364 under","$44,990"
8602,Toyota,Corolla, SE,2020,Toyota Certified,"46,428 mi.",Bernardi Toyota,345 mi. from 21227,4.6,"1,103 ",Good Deal,"$22,997"
8603,Volkswagen,Atlas, 3.6L SE w/Technology,2019,Used,"36,580 mi.",New England Automax - Framingham,346 mi. from 21227,4.5,"1,213 ",Good Deal,"$36,500"
8604,Ford,Explorer, XLT,2019,Used,"22,423 mi.",Marshal Mize Ford,550 mi. from 21227,4.8,"1,135 ","Great Deal | $1,095 under","$36,975"
8605,GMC,Yukon, Denali,2021,Used,"17,099 mi.",Daniels Chevrolet Buick GMC Trucks,557 mi. from 21227,4.8,312 ,Fair Deal,"$87,990"
8606,Mercedes-Benz,C-Class, C 300 4MATIC,2019,Mercedes-Benz Certified,"11,357 mi.",Morrie's Mercedes Benz of St. Paul,927 mi. from 21227,4.7,251 ,Good Deal,"$38,992"
8607,Kia,Sportage, LX,2020,Used,"13,130 mi.",Hollywood Kia,938 mi. from 21227,4.6,"3,846 ",Good Deal,"$24,991"
8608,Tesla,Model, Y Long Range,2021,Used,"20,216 mi.",Exclusive Auto Group of Miami,951 mi. from 21227,5.0,3 ,Good Deal,"$71,895"
8609,Honda,Odyssey, EX-L,2022,Used,"16,000 mi.",n/a,951 mi. from 21227,n/a,n/a,Good Deal,"$44,597"
8610,Toyota,RAV4, LE,2019,Used,"24,363 mi.",Village Pointe Toyota,"1,037 mi. from 21227",4.8,"2,581 ",Good Deal,"$32,500"
8611,Honda,Accord, Sport 1.5T,2020,Used,"45,373 mi.",AutoNation USA Phoenix,"1,995 mi. from 21227",4.0,113 ,Fair Deal,"$29,995"
8612,Tesla,Model, 3 Performance,2020,Used,"12,971 mi.",Pacific Auto Center - Fontana,"2,269 mi. from 21227",3.2,296 ,Good Deal,"$63,995"
8613,Audi,e-tron, Premium,2021,Used,"12,460 mi.",Audi Beverly Hills,"2,319 mi. from 21227",4.8,"2,079 ",Good Deal,"$66,994"
8614,BMW,X3, M Competition,2020,BMW Certified,"15,585 mi.",Steve Thomas BMW,"2,352 mi. from 21227",4.1,115 ,Fair Deal,"$77,777"
8615,BMW,328, i,2016,Used,"84,273 mi.",AutoNation Acura Stevens Creek,"2,436 mi. from 21227",4.8,956 ,Fair Deal,"$19,955"
8616,Porsche,Panamera, 4S,2021,Used,"10,643 mi.",Porsche Marin,"2,452 mi. from 21227",4.3,6 ,Good Deal,"$117,990"
8617,Toyota,Prius, Prime XLE,2020,Used,"9,150 mi.",Bumble Auto,4 mi. from 21227,5.0,135 ,Good Deal,"$35,950"
8618,Jeep,Grand, Cherokee Limited,2019,Used,"40,064 mi.",Manchester Motors,31 mi. from 21227,4.8,315 ,Good Deal,"$39,600"
8619,Volkswagen,Tiguan, 2.0T SEL,2021,Used,"17,622 mi.",Alexandria VW,35 mi. from 21227,4.6,855 ,"Great Deal | $2,734 under","$31,800"
8620,Volkswagen,Taos, 1.5T SE,2022,Used,"4,777 mi.",Sheehy Volkswagen of Springfield,42 mi. from 21227,4.8,652 ,"Great Deal | $3,366 under","$28,548"
8621,RAM,3500, Limited,2020,Used,"49,222 mi.",Providence Autos,51 mi. from 21227,4.7,228 ,"Great Deal | $2,942 under","$81,987"
8622,Toyota,Corolla, SE,2020,Toyota Certified,"46,428 mi.",Bernardi Toyota,345 mi. from 21227,4.6,"1,103 ",Good Deal,"$22,997"
8623,Volkswagen,Atlas, 3.6L SE w/Technology,2019,Used,"36,580 mi.",New England Automax - Framingham,346 mi. from 21227,4.5,"1,213 ",Good Deal,"$36,500"
8624,Ford,Explorer, XLT,2019,Used,"22,423 mi.",Marshal Mize Ford,550 mi. from 21227,4.8,"1,135 ","Great Deal | $1,095 under","$36,975"
8625,GMC,Yukon, Denali,2021,Used,"17,099 mi.",Daniels Chevrolet Buick GMC Trucks,557 mi. from 21227,4.8,312 ,Fair Deal,"$87,990"
8626,Volkswagen,Tiguan, 2.0T SE,2021,Used,"31,198 mi.",Auto Boutique,675 mi. from 21227,4.8,"1,044 ","Great Deal | $1,032 under","$28,000"
8627,Mercedes-Benz,C-Class, C 300 4MATIC,2019,Mercedes-Benz Certified,"11,357 mi.",Morrie's Mercedes Benz of St. Paul,927 mi. from 21227,4.7,251 ,Good Deal,"$38,992"
8628,Kia,Sportage, LX,2020,Used,"13,130 mi.",Hollywood Kia,938 mi. from 21227,4.6,"3,846 ",Good Deal,"$24,991"
8629,Tesla,Model, Y Long Range,2021,Used,"20,216 mi.",Exclusive Auto Group of Miami,951 mi. from 21227,5.0,3 ,Good Deal,"$71,895"
8630,Honda,Odyssey, EX-L,2022,Used,"16,000 mi.",n/a,951 mi. from 21227,n/a,n/a,Good Deal,"$44,597"
8631,Toyota,RAV4, LE,2019,Used,"24,363 mi.",Village Pointe Toyota,"1,037 mi. from 21227",4.8,"2,581 ",Good Deal,"$32,500"
8632,Tesla,Model, 3 Performance,2020,Used,"12,971 mi.",Pacific Auto Center - Fontana,"2,269 mi. from 21227",3.2,296 ,Good Deal,"$63,995"
8633,Audi,e-tron, Premium,2021,Used,"12,460 mi.",Audi Beverly Hills,"2,319 mi. from 21227",4.8,"2,079 ",Good Deal,"$66,994"
8634,BMW,X3, M Competition,2020,BMW Certified,"15,585 mi.",Steve Thomas BMW,"2,352 mi. from 21227",4.1,115 ,Fair Deal,"$77,777"
8635,BMW,328, i,2016,Used,"84,273 mi.",AutoNation Acura Stevens Creek,"2,436 mi. from 21227",4.8,956 ,Fair Deal,"$19,955"
